Track,Time,Name,Channel,Note,Velocity
854,1,16137,Control_c,0,67.0,69.0
855,1,16196,Control_c,0,67.0,69.0
856,1,16211,Control_c,0,64.0,57.0
857,1,16211,Control_c,0,67.0,68.0
858,1,16227,Control_c,0,64.0,64.0
859,1,16227,Control_c,0,67.0,67.0
860,1,16242,Control_c,0,64.0,68.0
861,1,16242,Control_c,0,67.0,66.0
863,1,16259,Control_c,0,64.0,74.0
864,1,16259,Control_c,0,67.0,65.0
865,1,16274,Control_c,0,64.0,86.0
866,1,16274,Control_c,0,67.0,64.0
867,1,16289,Control_c,0,64.0,103.0
868,1,16289,Control_c,0,67.0,63.0
869,1,16311,Control_c,0,64.0,127.0
870,1,16311,Control_c,0,67.0,61.0
871,1,16326,Control_c,0,67.0,58.0
872,1,16342,Control_c,0,67.0,54.0
873,1,16357,Control_c,0,67.0,51.0
874,1,16373,Control_c,0,67.0,49.0
875,1,16388,Control_c,0,67.0,47.0
876,1,16403,Control_c,0,67.0,46.0
877,1,16418,Control_c,0,67.0,46.0
878,1,16433,Control_c,0,67.0,45.0
879,1,16448,Control_c,0,67.0,44.0
880,1,16464,Control_c,0,67.0,44.0
881,1,16479,Control_c,0,67.0,43.0
882,1,16495,Control_c,0,64.0,76.0
883,1,16495,Control_c,0,67.0,41.0
884,1,16495,Note_on_c,0,81.0,68.0
885,1,16509,Control_c,0,64.0,17.0
886,1,16509,Control_c,0,67.0,39.0
887,1,16509,Note_on_c,0,77.0,57.0
889,1,16524,Control_c,0,67.0,37.0
890,1,16540,Control_c,0,67.0,37.0
892,1,16555,Control_c,0,67.0,36.0
893,1,16570,Control_c,0,64.0,61.0
894,1,16570,Control_c,0,67.0,35.0
895,1,16585,Control_c,0,64.0,68.0
896,1,16600,Control_c,0,64.0,78.0
897,1,16600,Control_c,0,67.0,34.0
899,1,16616,Control_c,0,64.0,127.0
900,1,16631,Control_c,0,67.0,34.0
901,1,16645,Control_c,0,67.0,33.0
902,1,16676,Control_c,0,67.0,33.0
903,1,16691,Control_c,0,67.0,32.0
904,1,16707,Control_c,0,67.0,29.0
905,1,16723,Control_c,0,67.0,28.0
906,1,16739,Control_c,0,67.0,28.0
907,1,16830,Control_c,0,64.0,73.0
908,1,16844,Note_on_c,0,79.0,76.0
910,1,16849,Note_on_c,0,70.0,76.0
912,1,16852,Note_on_c,0,73.0,70.0
913,1,16852,Note_on_c,0,76.0,69.0
916,1,16963,Note_on_c,0,69.0,71.0
918,1,17077,Note_on_c,0,67.0,74.0
920,1,17192,Note_on_c,0,65.0,80.0
922,1,17207,Note_on_c,0,81.0,73.0
923,1,17210,Note_on_c,0,77.0,64.0
924,1,17220,Control_c,0,67.0,27.0
925,1,17220,Note_on_c,0,74.0,63.0
931,1,17309,Note_on_c,0,64.0,73.0
933,1,17425,Note_on_c,0,62.0,66.0
934,1,17432,Control_c,0,67.0,28.0
936,1,17543,Note_on_c,0,64.0,75.0
937,1,17553,Note_on_c,0,82.0,82.0
938,1,17554,Note_on_c,0,79.0,81.0
939,1,17593,Note_on_c,0,62.0,68.0
942,1,17644,Note_on_c,0,64.0,62.0
944,1,17693,Note_on_c,0,62.0,56.0
947,1,17747,Note_on_c,0,64.0,58.0
948,1,17800,Note_on_c,0,62.0,59.0
950,1,17936,Note_on_c,0,81.0,74.0
951,1,17943,Note_on_c,0,77.0,66.0
952,1,17957,Control_c,0,64.0,43.0
953,1,17957,Control_c,0,67.0,27.0
955,1,17973,Control_c,0,64.0,63.0
957,1,17988,Control_c,0,64.0,67.0
958,1,17988,Control_c,0,67.0,27.0
959,1,18002,Control_c,0,64.0,75.0
960,1,18018,Control_c,0,64.0,127.0
962,1,18109,Control_c,0,67.0,26.0
963,1,18154,Control_c,0,67.0,25.0
964,1,18276,Control_c,0,67.0,24.0
965,1,18289,Note_on_c,0,79.0,78.0
966,1,18291,Note_on_c,0,70.0,82.0
967,1,18292,Control_c,0,64.0,67.0
968,1,18292,Control_c,0,67.0,23.0
969,1,18292,Note_on_c,0,76.0,73.0
970,1,18295,Note_on_c,0,73.0,76.0
973,1,18307,Control_c,0,67.0,20.0
974,1,18322,Control_c,0,67.0,18.0
975,1,18337,Control_c,0,67.0,17.0
978,1,18352,Control_c,0,67.0,17.0
979,1,18404,Note_on_c,0,69.0,77.0
980,1,18412,Control_c,0,67.0,16.0
982,1,18508,Note_on_c,0,67.0,78.0
986,1,18628,Note_on_c,0,65.0,85.0
987,1,18632,Note_on_c,0,81.0,73.0
988,1,18637,Note_on_c,0,77.0,70.0
989,1,18639,Note_on_c,0,74.0,66.0
990,1,18677,Control_c,0,67.0,16.0
995,1,18738,Note_on_c,0,64.0,79.0
997,1,18835,Note_on_c,0,62.0,79.0
999,1,18967,Note_on_c,0,64.0,79.0
1000,1,18979,Note_on_c,0,84.0,83.0
1001,1,18980,Note_on_c,0,81.0,84.0
1003,1,19021,Note_on_c,0,62.0,67.0
1005,1,19072,Note_on_c,0,64.0,68.0
1006,1,19126,Note_on_c,0,62.0,69.0
1009,1,19178,Note_on_c,0,64.0,62.0
1011,1,19236,Note_on_c,0,62.0,62.0
1013,1,19347,Control_c,0,67.0,15.0
1014,1,19361,Note_on_c,0,82.0,74.0
1015,1,19362,Control_c,0,64.0,37.0
1016,1,19364,Note_on_c,0,79.0,68.0
1018,1,19385,Control_c,0,64.0,62.0
1019,1,19385,Control_c,0,67.0,15.0
1021,1,19400,Control_c,0,64.0,65.0
1022,1,19400,Control_c,0,67.0,14.0
1023,1,19416,Control_c,0,64.0,73.0
1024,1,19431,Control_c,0,64.0,127.0
1025,1,19447,Control_c,0,67.0,14.0
1026,1,19476,Control_c,0,67.0,13.0
1029,1,19521,Control_c,0,67.0,13.0
1030,1,19554,Control_c,0,67.0,12.0
1031,1,19599,Control_c,0,67.0,12.0
1032,1,19660,Control_c,0,67.0,11.0
1033,1,19675,Control_c,0,67.0,11.0
1034,1,19690,Control_c,0,67.0,10.0
1035,1,19704,Note_on_c,0,72.0,86.0
1036,1,19705,Control_c,0,67.0,10.0
1037,1,19714,Note_on_c,0,81.0,81.0
1038,1,19716,Note_on_c,0,75.0,80.0
1039,1,19719,Note_on_c,0,78.0,69.0
1040,1,19720,Control_c,0,64.0,63.0
1041,1,19720,Control_c,0,67.0,9.0
1043,1,19735,Control_c,0,67.0,9.0
1045,1,19766,Control_c,0,67.0,8.0
1046,1,19781,Control_c,0,67.0,8.0
1047,1,19821,Note_on_c,0,70.0,86.0
1052,1,19932,Note_on_c,0,69.0,86.0
1054,1,20048,Note_on_c,0,70.0,87.0
1055,1,20060,Note_on_c,0,74.0,75.0
1056,1,20060,Note_on_c,0,82.0,82.0
1057,1,20062,Note_on_c,0,79.0,73.0
1062,1,20164,Note_on_c,0,69.0,85.0
1064,1,20264,Note_on_c,0,67.0,81.0
1066,1,20405,Note_on_c,0,69.0,77.0
1067,1,20413,Note_on_c,0,81.0,83.0
1068,1,20414,Note_on_c,0,84.0,83.0
1070,1,20453,Note_on_c,0,67.0,75.0
1072,1,20512,Note_on_c,0,69.0,69.0
1074,1,20564,Note_on_c,0,67.0,64.0
1076,1,20614,Note_on_c,0,69.0,63.0
1078,1,20670,Note_on_c,0,67.0,63.0
1080,1,20793,Note_on_c,0,79.0,63.0
1081,1,20795,Note_on_c,0,82.0,73.0
1083,1,20821,Control_c,0,64.0,43.0
1084,1,20836,Control_c,0,64.0,62.0
1086,1,20851,Control_c,0,64.0,65.0
1087,1,20867,Control_c,0,64.0,70.0
1088,1,20882,Control_c,0,64.0,87.0
1089,1,20897,Control_c,0,64.0,127.0
1092,1,21151,Note_on_c,0,72.0,91.0
1093,1,21155,Note_on_c,0,75.0,76.0
1094,1,21158,Note_on_c,0,81.0,74.0
1095,1,21159,Note_on_c,0,78.0,70.0
1096,1,21179,Control_c,0,64.0,66.0
1099,1,21266,Note_on_c,0,70.0,88.0
1102,1,21285,Control_c,0,67.0,8.0
1105,1,21376,Note_on_c,0,69.0,87.0
1107,1,21487,Note_on_c,0,70.0,93.0
1108,1,21488,Note_on_c,0,74.0,73.0
1109,1,21493,Note_on_c,0,79.0,69.0
1110,1,21494,Note_on_c,0,82.0,82.0
1111,1,21498,Control_c,0,67.0,9.0
1116,1,21604,Note_on_c,0,69.0,87.0
1117,1,21634,Control_c,0,67.0,9.0
1119,1,21700,Note_on_c,0,67.0,89.0
1121,1,21833,Note_on_c,0,69.0,78.0
1122,1,21837,Note_on_c,0,86.0,86.0
1123,1,21838,Note_on_c,0,83.0,81.0
1124,1,21855,Control_c,0,67.0,9.0
1125,1,21885,Note_on_c,0,67.0,76.0
1128,1,21940,Note_on_c,0,69.0,63.0
1130,1,21995,Note_on_c,0,67.0,71.0
1132,1,22023,Control_c,0,67.0,8.0
1133,1,22046,Note_on_c,0,69.0,64.0
1135,1,22108,Note_on_c,0,67.0,66.0
1137,1,22160,Control_c,0,67.0,8.0
1139,1,22214,Note_on_c,0,84.0,74.0
1140,1,22224,Note_on_c,0,81.0,70.0
1142,1,22236,Control_c,0,64.0,39.0
1144,1,22251,Control_c,0,64.0,63.0
1145,1,22266,Control_c,0,64.0,68.0
1146,1,22281,Control_c,0,64.0,81.0
1147,1,22297,Control_c,0,64.0,127.0
1149,1,22563,Note_on_c,0,74.0,87.0
1150,1,22578,Control_c,0,64.0,98.0
1151,1,22579,Note_on_c,0,80.0,70.0
1152,1,22581,Note_on_c,0,77.0,75.0
1153,1,22583,Note_on_c,0,83.0,75.0
1154,1,22593,Control_c,0,64.0,51.0
1160,1,22684,Note_on_c,0,72.0,91.0
1163,1,22790,Note_on_c,0,71.0,87.0
1165,1,22905,Note_on_c,0,84.0,83.0
1166,1,22906,Note_on_c,0,76.0,73.0
1167,1,22907,Note_on_c,0,81.0,73.0
1168,1,22910,Note_on_c,0,72.0,95.0
1173,1,23021,Note_on_c,0,71.0,85.0
1175,1,23100,Note_on_c,0,69.0,82.0
1177,1,23244,Note_on_c,0,71.0,76.0
1178,1,23244,Note_on_c,0,86.0,84.0
1179,1,23248,Note_on_c,0,83.0,80.0
1180,1,23290,Note_on_c,0,69.0,76.0
1183,1,23346,Note_on_c,0,71.0,66.0
1184,1,23396,Note_on_c,0,69.0,70.0
1188,1,23454,Note_on_c,0,71.0,62.0
1189,1,23502,Note_on_c,0,69.0,63.0
1192,1,23619,Note_on_c,0,84.0,72.0
1193,1,23621,Note_on_c,0,81.0,71.0
1195,1,23636,Control_c,0,64.0,22.0
1196,1,23652,Control_c,0,64.0,62.0
1197,1,23667,Control_c,0,64.0,66.0
1198,1,23681,Control_c,0,64.0,72.0
1199,1,23697,Control_c,0,64.0,82.0
1201,1,23712,Control_c,0,64.0,92.0
1202,1,23728,Control_c,0,64.0,99.0
1203,1,23743,Control_c,0,64.0,106.0
1204,1,23758,Control_c,0,64.0,113.0
1205,1,23774,Control_c,0,64.0,119.0
1206,1,23789,Control_c,0,64.0,127.0
1207,1,23956,Control_c,0,64.0,74.0
1208,1,23958,Note_on_c,0,74.0,78.0
1210,1,23972,Note_on_c,0,80.0,62.0
1211,1,23974,Note_on_c,0,83.0,65.0
1212,1,23975,Note_on_c,0,77.0,63.0
1213,1,23994,Control_c,0,67.0,8.0
1214,1,24010,Control_c,0,67.0,11.0
1215,1,24024,Control_c,0,67.0,16.0
1218,1,24039,Control_c,0,67.0,22.0
1219,1,24055,Control_c,0,67.0,30.0
1222,1,24070,Control_c,0,67.0,38.0
1224,1,24083,Note_on_c,0,72.0,73.0
1225,1,24086,Control_c,0,67.0,47.0
1226,1,24100,Control_c,0,67.0,53.0
1227,1,24115,Control_c,0,67.0,59.0
1228,1,24131,Control_c,0,67.0,65.0
1229,1,24146,Control_c,0,67.0,70.0
1231,1,24161,Control_c,0,67.0,77.0
1232,1,24176,Note_on_c,0,71.0,78.0
1233,1,24177,Control_c,0,67.0,83.0
1234,1,24192,Control_c,0,67.0,89.0
1235,1,24208,Control_c,0,67.0,94.0
1237,1,24222,Control_c,0,67.0,97.0
1238,1,24237,Control_c,0,67.0,101.0
1239,1,24253,Control_c,0,67.0,105.0
1240,1,24268,Control_c,0,67.0,109.0
1241,1,24283,Control_c,0,67.0,113.0
1242,1,24298,Control_c,0,67.0,117.0
1243,1,24303,Note_on_c,0,84.0,76.0
1244,1,24305,Note_on_c,0,72.0,81.0
1245,1,24306,Note_on_c,0,76.0,72.0
1246,1,24306,Note_on_c,0,81.0,69.0
1247,1,24313,Control_c,0,67.0,120.0
1248,1,24329,Control_c,0,67.0,122.0
1249,1,24344,Control_c,0,67.0,123.0
1254,1,24419,Control_c,0,67.0,124.0
1255,1,24424,Note_on_c,0,71.0,76.0
1256,1,24510,Note_on_c,0,69.0,68.0
1259,1,24542,Control_c,0,67.0,123.0
1260,1,24573,Control_c,0,67.0,123.0
1261,1,24588,Control_c,0,67.0,122.0
1262,1,24630,Note_on_c,0,71.0,72.0
1263,1,24644,Note_on_c,0,85.0,77.0
1265,1,24663,Control_c,0,64.0,59.0
1266,1,24663,Control_c,0,67.0,122.0
1267,1,24673,Note_on_c,0,69.0,59.0
1268,1,24678,Control_c,0,64.0,67.0
1269,1,24678,Control_c,0,67.0,121.0
1271,1,24694,Control_c,0,64.0,83.0
1273,1,24709,Control_c,0,64.0,127.0
1274,1,24735,Note_on_c,0,71.0,66.0
1275,1,24762,Control_c,0,67.0,119.0
1276,1,24778,Control_c,0,67.0,118.0
1278,1,24789,Note_on_c,0,69.0,65.0
1279,1,24793,Control_c,0,67.0,116.0
1280,1,24808,Control_c,0,67.0,116.0
1282,1,24868,Control_c,0,67.0,115.0
1283,1,24883,Control_c,0,67.0,115.0
1284,1,24914,Control_c,0,67.0,114.0
1285,1,24975,Control_c,0,67.0,113.0
1286,1,24990,Control_c,0,67.0,113.0
1287,1,25006,Control_c,0,67.0,112.0
1288,1,25019,Control_c,0,64.0,107.0
1289,1,25019,Control_c,0,67.0,111.0
1290,1,25022,Note_on_c,0,38.0,83.0
1291,1,25025,Note_on_c,0,78.0,77.0
1292,1,25034,Control_c,0,64.0,63.0
1293,1,25034,Control_c,0,67.0,110.0
1295,1,25049,Control_c,0,67.0,107.0
1297,1,25064,Control_c,0,67.0,106.0
1298,1,25079,Control_c,0,67.0,104.0
1300,1,25095,Control_c,0,67.0,103.0
1301,1,25125,Control_c,0,67.0,104.0
1302,1,25140,Control_c,0,67.0,104.0
1303,1,25149,Note_on_c,0,74.0,71.0
1304,1,25170,Control_c,0,67.0,105.0
1306,1,25200,Control_c,0,67.0,104.0
1307,1,25268,Note_on_c,0,73.0,75.0
1308,1,25293,Control_c,0,67.0,103.0
1309,1,25308,Control_c,0,67.0,103.0
1311,1,25339,Control_c,0,67.0,102.0
1312,1,25395,Note_on_c,0,71.0,78.0
1313,1,25397,Note_on_c,0,83.0,100.0
1314,1,25415,Control_c,0,67.0,101.0
1316,1,25430,Control_c,0,67.0,100.0
1318,1,25520,Note_on_c,0,73.0,72.0
1319,1,25559,Control_c,0,67.0,100.0
1321,1,25634,Note_on_c,0,74.0,74.0
1323,1,25759,Note_on_c,0,37.0,84.0
1324,1,25759,Note_on_c,0,76.0,81.0
1327,1,25845,Control_c,0,67.0,99.0
1328,1,25877,Note_on_c,0,73.0,74.0
1329,1,25890,Control_c,0,67.0,99.0
1331,1,25936,Control_c,0,67.0,98.0
1332,1,25989,Note_on_c,0,71.0,70.0
1333,1,25997,Control_c,0,67.0,98.0
1334,1,26012,Control_c,0,67.0,97.0
1335,1,26027,Control_c,0,67.0,97.0
1337,1,26042,Control_c,0,67.0,96.0
1338,1,26057,Control_c,0,67.0,95.0
1339,1,26073,Control_c,0,67.0,95.0
1340,1,26089,Control_c,0,67.0,94.0
1341,1,26125,Note_on_c,0,81.0,101.0
1342,1,26129,Note_on_c,0,69.0,74.0
1343,1,26150,Control_c,0,67.0,94.0
1345,1,26165,Control_c,0,67.0,93.0
1347,1,26240,Note_on_c,0,71.0,73.0
1348,1,26255,Control_c,0,67.0,94.0
1349,1,26271,Control_c,0,67.0,94.0
1351,1,26310,Control_c,0,67.0,94.0
1352,1,26340,Control_c,0,67.0,93.0
1353,1,26355,Note_on_c,0,73.0,72.0
1354,1,26386,Control_c,0,67.0,93.0
1356,1,26446,Control_c,0,67.0,92.0
1357,1,26486,Note_on_c,0,71.0,76.0
1358,1,26490,Note_on_c,0,38.0,85.0
1359,1,26491,Control_c,0,67.0,93.0
1361,1,26522,Control_c,0,67.0,93.0
1363,1,26552,Control_c,0,67.0,94.0
1364,1,26598,Control_c,0,67.0,94.0
1365,1,26603,Note_on_c,0,74.0,76.0
1367,1,26717,Note_on_c,0,73.0,66.0
1369,1,26781,Control_c,0,67.0,94.0
1370,1,26842,Note_on_c,0,71.0,69.0
1371,1,26847,Note_on_c,0,40.0,65.0
1374,1,26886,Control_c,0,67.0,94.0
1375,1,26949,Control_c,0,67.0,95.0
1376,1,26955,Note_on_c,0,69.0,58.0
1378,1,27071,Note_on_c,0,68.0,61.0
1380,1,27153,Control_c,0,67.0,94.0
1381,1,27218,Note_on_c,0,69.0,69.0
1382,1,27226,Note_on_c,0,33.0,60.0
1383,1,27232,Control_c,0,64.0,38.0
1385,1,27247,Control_c,0,64.0,67.0
1387,1,27262,Control_c,0,64.0,86.0
1388,1,27262,Control_c,0,67.0,94.0
1389,1,27277,Control_c,0,64.0,127.0
1390,1,27277,Control_c,0,67.0,92.0
1391,1,27292,Control_c,0,67.0,92.0
1392,1,27308,Control_c,0,67.0,91.0
1393,1,27322,Control_c,0,67.0,91.0
1394,1,27353,Control_c,0,67.0,91.0
1395,1,27414,Control_c,0,67.0,91.0
1396,1,27444,Control_c,0,67.0,91.0
1397,1,27519,Control_c,0,67.0,91.0
1398,1,27581,Control_c,0,67.0,90.0
1399,1,27596,Control_c,0,67.0,90.0
1400,1,27596,Note_on_c,0,81.0,92.0
1401,1,27615,Note_on_c,0,61.0,61.0
1402,1,27626,Control_c,0,64.0,88.0
1405,1,27641,Control_c,0,67.0,90.0
1406,1,27657,Control_c,0,67.0,91.0
1407,1,27672,Control_c,0,67.0,93.0
1408,1,27687,Control_c,0,67.0,94.0
1409,1,27703,Control_c,0,67.0,95.0
1410,1,27718,Control_c,0,67.0,98.0
1411,1,27722,Note_on_c,0,64.0,57.0
1412,1,27734,Control_c,0,67.0,101.0
1414,1,27749,Control_c,0,67.0,103.0
1415,1,27764,Control_c,0,67.0,105.0
1416,1,27779,Control_c,0,67.0,107.0
1417,1,27794,Control_c,0,67.0,107.0
1418,1,27809,Control_c,0,67.0,108.0
1420,1,27832,Control_c,0,67.0,109.0
1421,1,27838,Note_on_c,0,69.0,50.0
1422,1,27847,Control_c,0,67.0,110.0
1423,1,27863,Control_c,0,67.0,112.0
1424,1,27878,Control_c,0,67.0,114.0
1425,1,27894,Control_c,0,67.0,117.0
1426,1,27908,Control_c,0,67.0,122.0
1427,1,27923,Control_c,0,67.0,127.0
1429,1,27975,Note_on_c,0,62.0,64.0
1430,1,27977,Note_on_c,0,38.0,84.0
1433,1,28103,Note_on_c,0,66.0,59.0
1435,1,28231,Note_on_c,0,71.0,54.0
1436,1,28273,Control_c,0,67.0,126.0
1437,1,28287,Control_c,0,67.0,124.0
1438,1,28303,Control_c,0,67.0,122.0
1439,1,28318,Control_c,0,67.0,120.0
1440,1,28334,Control_c,0,67.0,118.0
1441,1,28349,Control_c,0,67.0,117.0
1443,1,28360,Note_on_c,0,83.0,95.0
1444,1,28363,Control_c,0,67.0,116.0
1445,1,28376,Note_on_c,0,62.0,63.0
1446,1,28379,Control_c,0,67.0,114.0
1447,1,28394,Control_c,0,67.0,112.0
1449,1,28409,Control_c,0,67.0,111.0
1450,1,28439,Control_c,0,67.0,111.0
1451,1,28455,Control_c,0,67.0,113.0
1452,1,28470,Control_c,0,67.0,115.0
1454,1,28485,Control_c,0,67.0,117.0
1455,1,28488,Note_on_c,0,66.0,61.0
1456,1,28501,Control_c,0,67.0,118.0
1457,1,28516,Control_c,0,67.0,119.0
1458,1,28531,Control_c,0,67.0,120.0
1459,1,28547,Control_c,0,67.0,121.0
1460,1,28562,Control_c,0,67.0,122.0
1461,1,28578,Control_c,0,67.0,123.0
1463,1,28600,Control_c,0,67.0,124.0
1464,1,28611,Note_on_c,0,71.0,51.0
1465,1,28616,Control_c,0,67.0,125.0
1466,1,28631,Control_c,0,67.0,126.0
1467,1,28646,Control_c,0,67.0,127.0
1469,1,28746,Note_on_c,0,37.0,83.0
1470,1,28751,Note_on_c,0,61.0,61.0
1472,1,28872,Note_on_c,0,64.0,56.0
1474,1,28950,Control_c,0,67.0,125.0
1476,1,28965,Control_c,0,67.0,124.0
1477,1,28981,Control_c,0,67.0,123.0
1478,1,28984,Note_on_c,0,69.0,50.0
1479,1,29010,Control_c,0,67.0,122.0
1480,1,29026,Control_c,0,67.0,122.0
1481,1,29057,Control_c,0,67.0,121.0
1482,1,29072,Control_c,0,67.0,120.0
1483,1,29086,Control_c,0,67.0,119.0
1484,1,29102,Control_c,0,67.0,118.0
1486,1,29117,Control_c,0,67.0,117.0
1487,1,29129,Note_on_c,0,81.0,95.0
1488,1,29138,Note_on_c,0,61.0,61.0
1489,1,29146,Control_c,0,67.0,116.0
1490,1,29161,Control_c,0,67.0,115.0
1492,1,29206,Control_c,0,67.0,116.0
1493,1,29222,Control_c,0,67.0,117.0
1494,1,29237,Control_c,0,67.0,119.0
1495,1,29252,Control_c,0,67.0,120.0
1496,1,29258,Note_on_c,0,64.0,60.0
1497,1,29268,Control_c,0,67.0,121.0
1498,1,29282,Control_c,0,67.0,122.0
1500,1,29298,Control_c,0,67.0,122.0
1501,1,29313,Control_c,0,67.0,123.0
1502,1,29327,Control_c,0,67.0,124.0
1503,1,29343,Control_c,0,67.0,125.0
1505,1,29366,Control_c,0,67.0,126.0
1506,1,29378,Note_on_c,0,69.0,53.0
1507,1,29442,Control_c,0,67.0,125.0
1508,1,29473,Control_c,0,67.0,125.0
1509,1,29506,Note_on_c,0,38.0,78.0
1510,1,29507,Note_on_c,0,62.0,64.0
1513,1,29629,Note_on_c,0,66.0,68.0
1516,1,29731,Note_on_c,0,69.0,58.0
1517,1,29777,Control_c,0,67.0,124.0
1518,1,29807,Control_c,0,67.0,124.0
1519,1,29840,Control_c,0,67.0,123.0
1520,1,29865,Note_on_c,0,40.0,69.0
1522,1,29876,Note_on_c,0,64.0,61.0
1524,1,29931,Control_c,0,67.0,124.0
1526,1,29988,Note_on_c,0,68.0,61.0
1527,1,30022,Control_c,0,67.0,123.0
1528,1,30068,Control_c,0,67.0,123.0
1530,1,30090,Note_on_c,0,71.0,54.0
1532,1,30151,Control_c,0,67.0,122.0
1533,1,30167,Control_c,0,67.0,122.0
1534,1,30268,Note_on_c,0,33.0,72.0
1535,1,30270,Note_on_c,0,57.0,59.0
1536,1,30289,Control_c,0,64.0,61.0
1537,1,30289,Control_c,0,67.0,119.0
1539,1,30304,Control_c,0,64.0,69.0
1540,1,30304,Control_c,0,67.0,116.0
1542,1,30319,Control_c,0,64.0,92.0
1543,1,30319,Control_c,0,67.0,113.0
1544,1,30335,Control_c,0,64.0,127.0
1545,1,30335,Control_c,0,67.0,109.0
1546,1,30350,Control_c,0,67.0,102.0
1547,1,30364,Control_c,0,67.0,93.0
1548,1,30380,Control_c,0,67.0,83.0
1549,1,30395,Control_c,0,67.0,69.0
1550,1,30411,Control_c,0,67.0,56.0
1551,1,30426,Control_c,0,67.0,45.0
1552,1,30441,Control_c,0,67.0,36.0
1553,1,30457,Control_c,0,67.0,29.0
1554,1,30472,Control_c,0,67.0,23.0
1555,1,30487,Control_c,0,67.0,17.0
1556,1,30502,Control_c,0,67.0,11.0
1558,1,30672,Note_on_c,0,72.0,66.0
1559,1,30714,Note_on_c,0,74.0,77.0
1560,1,30715,Control_c,0,64.0,86.0
1561,1,30731,Control_c,0,64.0,60.0
1564,1,30772,Note_on_c,0,76.0,76.0
1566,1,30821,Control_c,0,64.0,64.0
1567,1,30836,Control_c,0,64.0,72.0
1568,1,30852,Control_c,0,64.0,91.0
1569,1,30867,Control_c,0,64.0,127.0
1571,1,31074,Note_on_c,0,76.0,72.0
1572,1,31089,Control_c,0,64.0,91.0
1573,1,31104,Control_c,0,64.0,71.0
1574,1,31119,Control_c,0,64.0,54.0
1575,1,31124,Note_on_c,0,74.0,84.0
1578,1,31401,Note_on_c,0,65.0,45.0
1579,1,31465,Note_on_c,0,69.0,56.0
1580,1,31510,Note_on_c,0,72.0,85.0
1585,1,31627,Note_on_c,0,71.0,88.0
1587,1,31747,Note_on_c,0,69.0,87.0
1589,1,31892,Note_on_c,0,71.0,78.0
1590,1,31912,Note_on_c,0,64.0,48.0
1591,1,31912,Note_on_c,0,68.0,53.0
1592,1,32009,Control_c,0,64.0,34.0
1593,1,32023,Control_c,0,64.0,59.0
1595,1,32038,Control_c,0,64.0,64.0
1596,1,32054,Control_c,0,64.0,68.0
1597,1,32069,Control_c,0,64.0,77.0
1598,1,32084,Control_c,0,64.0,92.0
1599,1,32099,Control_c,0,64.0,127.0
1600,1,32227,Note_on_c,0,65.0,55.0
1601,1,32274,Note_on_c,0,69.0,62.0
1602,1,32297,Control_c,0,64.0,108.0
1604,1,32305,Note_on_c,0,72.0,85.0
1605,1,32312,Control_c,0,64.0,83.0
1606,1,32328,Control_c,0,64.0,70.0
1608,1,32343,Control_c,0,64.0,62.0
1613,1,32414,Note_on_c,0,74.0,96.0
1615,1,32533,Note_on_c,0,76.0,89.0
1617,1,32677,Note_on_c,0,71.0,80.0
1618,1,32696,Note_on_c,0,68.0,57.0
1619,1,32698,Note_on_c,0,64.0,47.0
1620,1,32746,Control_c,0,64.0,51.0
1621,1,32761,Control_c,0,64.0,64.0
1622,1,32777,Control_c,0,64.0,70.0
1623,1,32792,Control_c,0,64.0,82.0
1624,1,32808,Control_c,0,64.0,127.0
1627,1,32898,Control_c,0,67.0,10.0
1628,1,32913,Control_c,0,67.0,14.0
1629,1,32921,Note_on_c,0,74.0,73.0
1630,1,32929,Control_c,0,67.0,18.0
1631,1,32943,Control_c,0,67.0,25.0
1632,1,32958,Control_c,0,67.0,33.0
1634,1,32974,Control_c,0,67.0,39.0
1635,1,32976,Note_on_c,0,72.0,72.0
1636,1,32989,Control_c,0,67.0,44.0
1637,1,33003,Control_c,0,67.0,48.0
1639,1,33019,Control_c,0,67.0,53.0
1640,1,33026,Note_on_c,0,74.0,61.0
1641,1,33034,Control_c,0,64.0,78.0
1642,1,33034,Control_c,0,67.0,60.0
1643,1,33050,Control_c,0,64.0,58.0
1644,1,33050,Control_c,0,67.0,69.0
1646,1,33065,Control_c,0,67.0,79.0
1647,1,33068,Note_on_c,0,72.0,78.0
1648,1,33077,Note_on_c,0,69.0,62.0
1649,1,33079,Control_c,0,67.0,87.0
1651,1,33079,Note_on_c,0,65.0,59.0
1653,1,33095,Control_c,0,67.0,92.0
1654,1,33110,Control_c,0,67.0,98.0
1658,1,33125,Control_c,0,67.0,106.0
1659,1,33141,Control_c,0,67.0,117.0
1660,1,33156,Control_c,0,67.0,127.0
1661,1,33228,Note_on_c,0,71.0,70.0
1663,1,33332,Note_on_c,0,69.0,63.0
1665,1,33483,Control_c,0,64.0,57.0
1666,1,33487,Note_on_c,0,71.0,70.0
1667,1,33495,Note_on_c,0,64.0,41.0
1668,1,33499,Control_c,0,64.0,64.0
1669,1,33499,Note_on_c,0,68.0,51.0
1671,1,33514,Control_c,0,64.0,71.0
1672,1,33530,Control_c,0,64.0,100.0
1675,1,33544,Control_c,0,64.0,127.0
1676,1,33818,Control_c,0,64.0,86.0
1677,1,33818,Note_on_c,0,64.0,67.0
1678,1,33829,Note_on_c,0,49.0,51.0
1679,1,33833,Control_c,0,64.0,57.0
1683,1,33892,Note_on_c,0,66.0,63.0
